roster_id,slot,player_id,name,position,team,injury_status,is_starter,keeper
7,,7564,Ja'Marr Chase,WR,CIN,,0,0
8,1,4943,Sam Darnold,QB,SEA,,1,0
8,2,9226,De'Von Achane,RB,MIA,,1,0
8,3,12489,RJ Harvey,RB,DEN,,1,0
8,4,8112,Drake London,WR,ATL,,1,0
8,5,6149,Darius Slayton,WR,NYG,,1,0
8,6,10236,Dalton Kincaid,TE,BUF,,1,0
8,7,8228,Jaylen Warren,RB,PIT,,1,0
8,8,5230,Michael Badgley,K,IND,,1,0
8,9,CAR,Carolina,DEF,CAR,,1,0
8,,10229,Rashee Rice,WR,KC,,0,0
8,,11638,Ricky Pearsall,WR,SF,Questionable,0,0
8,,12506,Harold Fannin,TE,CLE,Questionable,0,0
8,,12530,Travis Hunter,WR,JAX,IR,0,0
8,,12534,Kyle Monangai,RB,CHI,,0,0
8,,3294,Dak Prescott,QB,DAL,,0,0
8,,6786,CeeDee Lamb,WR,DAL,,0,0
8,,8408,Jordan Mason,RB,MIN,,0,0
9,1,4881,Lamar Jackson,QB,BAL,,1,0
9,2,7611,Rhamondre Stevenson,RB,NE,Out,1,0
9,3,8138,James Cook,RB,BUF,,1,0
9,4,6794,Justin Jefferson,WR,MIN,,1,0
9,5,7526,Jaylen Waddle,WR,MIA,,1,0
9,6,12517,Colston Loveland,TE,CHI,,1,0
9,7,9997,Zay Flowers,WR,BAL,,1,0
9,8,6650,Chase McLaughlin,K,TB,,1,0
9,9,CHI,Chicago,DEF,CHI,,1,0
9,,11560,Caleb Williams,QB,CHI,,0,0
9,,12481,Cam Skattebo,RB,NYG,IR,0,0
9,,12529,TreVeyon Henderson,RB,NE,,0,0
9,,1433,Brandon McManus,K,GB,,0,0
9,,6768,Tua Tagovailoa,QB,MIA,,0,0
9,,8110,Jake Ferguson,TE,DAL,,0,0
9,,8137,George Pickens,WR,DAL,,0,0
9,,9754,Quentin Johnston,WR,LAC,,0,0
10,1,421,Matthew Stafford,QB,LAR,,1,0
10,2,9509,Bijan Robinson,RB,ATL,,1,0
10,3,12512,Quinshon Judkins,RB,CLE,,1,0
10,4,2133,Davante Adams,WR,LAR,,1,0
10,5,11620,Rome Odunze,WR,CHI,,1,0
10,6,12518,Tyler Warren,TE,IND,,1,0
10,7,11610,Malik Washington,WR,MIA,,1,0
10,8,2020,Cairo Santos,K,CHI,,1,0
10,9,CLE,Cleveland,DEF,CLE,,1,0
10,,11575,Ray Davis,RB,BUF,,0,0
10,,11589,Trey Benson,RB,ARI,IR,0,0
10,,11631,Brian Thomas,WR,JAX,Questionable,0,0
10,,12476,Devin Neal,RB,NO,,0,0
10,,4227,Harrison Butker,K,KC,,0,0
10,,6039,Ty Johnson,RB,BUF,,0,0
10,,7591,Justin Fields,QB,NYJ,,0,0
10,,NE,New England,DEF,NE,,0,0
11,1,6904,Jalen Hurts,QB,PHI,,1,0
11,2,12527,Ashton Jeanty,RB,LV,,1,0
11,3,8155,Breece Hall,RB,NYJ,,1,0
11,4,7525,DeVonta Smith,WR,PHI,,1,0
11,5,5846,DK Metcalf,WR,PIT,,1,0
11,6,3214,Hunter Henry,TE,NE,,1,0
11,7,6130,Devin Singletary,RB,NYG,,1,0
11,8,11792,Will Reichard,K,MIN,,1,0
11,9,JAX,Jacksonville,DEF,JAX,,1,0
11,,11533,Brandon Aubrey,K,DAL,,0,0
11,,11632,Malik Nabers,WR,NYG,IR,0,0
11,,12501,Matthew Golden,WR,GB,Questionable,0,0
11,,4046,Patrick Mahomes,QB,KC,,0,0
11,,4454,Kendrick Bourne,WR,SF,,0,0
11,,5967,Tony Pollard,RB,TEN,,0,0
11,,96,Aaron Rodgers,QB,PIT,,0,0
12,1,4984,Josh Allen,QB,BUF,,1,0
12,2,9753,Zach Charbonnet,RB,SEA,,1,0
12,3,3198,Derrick Henry,RB,BAL,,1,0
12,4,5872,Deebo Samuel,WR,WAS,,1,0
12,5,6819,Michael Pittman,WR,IND,,1,0
12,6,5844,T.J. Hockenson,TE,MIN,,1,0
12,7,11628,Marvin Harrison,WR,ARI,,1,0
12,8,11789,Joshua Karty,K,LAR,,1,0
12,9,HOU,Houston,DEF,HOU,,1,0
12,,4098,Kareem Hunt,RB,KC,,0,0
12,,4199,Aaron Jones,RB,MIN,Questionable,0,0
12,,5022,Dallas Goedert,TE,PHI,,0,0
12,,6801,Tee Higgins,WR,CIN,,0,0
12,,6804,Jordan Love,QB,GB,,0,0
12,,8121,Romeo Doubs,WR,GB,,0,0
12,,8132,Tyler Allgeier,RB,ATL,,0,0
