roster_id,slot,player_id,name,position,team,injury_status,is_starter,keeper
6,7,2216,Mike Evans,WR,SF,Questionable,1,0
6,8,4227,Harrison Butker,K,KC,,1,0
6,9,BAL,Baltimore,DEF,BAL,,1,0
6,,11586,Blake Corum,RB,LAR,,0,0
6,,11624,Xavier Worthy,WR,KC,,0,0
6,,4035,Alvin Kamara,RB,NO,Questionable,0,0
6,,5849,Kyler Murray,QB,MIN,,0,0
6,,5947,Jakobi Meyers,WR,JAX,Questionable,0,0
6,,9500,Josh Downs,WR,IND,Questionable,0,0
6,,9508,Tyjae Spears,RB,TEN,,0,0
7,1,421,Matthew Stafford,QB,LAR,,1,0
7,2,9226,De'Von Achane,RB,MIA,,1,0
7,3,7543,Travis Etienne,RB,NO,,1,0
7,4,7547,Amon-Ra St. Brown,WR,DET,,1,0
7,5,12514,Emeka Egbuka,WR,TB,Questionable,1,0
7,6,3214,Hunter Henry,TE,NE,,1,0
7,7,6790,D'Andre Swift,RB,CHI,,1,0
7,8,7839,Evan McPherson,K,CIN,,1,0
7,9,DET,Detroit,DEF,DET,,1,0
7,,11620,Rome Odunze,WR,CHI,,0,0
7,,11628,Marvin Harrison,WR,ARI,,0,0
7,,12469,Dylan Sampson,RB,CLE,,0,0
7,,13276,Omar Cooper,WR,NYJ,,0,0
7,,4199,Aaron Jones,RB,MIN,,0,0
7,,8131,Isaiah Likely,TE,NYG,,0,0
7,,9504,Kayshon Boutte,WR,HOU,,0,0
8,1,7523,Trevor Lawrence,QB,JAX,,1,0
8,2,4034,Christian McCaffrey,RB,SF,Questionable,1,0
8,3,9224,Chase Brown,RB,CIN,,1,0
8,4,9997,Zay Flowers,WR,BAL,Questionable,1,0
8,5,8167,Christian Watson,WR,GB,,1,0
8,6,12518,Tyler Warren,TE,IND,Questionable,1,0
8,7,13287,Jeremiyah Love,RB,ARI,Questionable,1,0
8,8,11533,Brandon Aubrey,K,DAL,,1,0
8,9,LAC,Los Angeles,DEF,LAC,,1,0
8,,11581,MarShawn Lloyd,RB,GB,,0,0
8,,12487,Terrance Ferguson,TE,LAR,Questionable,0,0
8,,12492,Pat Bryant,WR,DEN,,0,0
8,,12533,Jacory Croskey-Merritt,RB,WAS,Questionable,0,0
8,,13298,KC Concepcion,WR,CLE,,0,0
8,,13413,Cyrus Allen,WR,KC,,0,0
8,,4983,DJ Moore,WR,BUF,,0,0
9,1,11560,Caleb Williams,QB,CHI,,1,0
9,2,4866,Saquon Barkley,RB,PHI,,1,0
9,3,12529,TreVeyon Henderson,RB,NE,Questionable,1,0
9,4,8112,Drake London,WR,ATL,,1,0
9,5,12519,Luther Burden,WR,CHI,Questionable,1,0
9,6,11604,Brock Bowers,TE,LV,,1,0
9,7,7553,Kyle Pitts,TE,ATL,,1,0
9,8,11792,Will Reichard,K,MIN,,1,0
9,9,PIT,Pittsburgh,DEF,PIT,,1,0
9,,11583,Jonathon Brooks,RB,CAR,,0,0
9,,11618,Jalen McMillan,WR,TB,Questionable,0,0
9,,13281,Jordyn Tyson,WR,NO,Doubtful,0,0
9,,13293,Ja'Kobi Lane,WR,BAL,,0,0
9,,4046,Patrick Mahomes,QB,KC,Questionable,0,0
9,,8126,Wan'Dale Robinson,WR,TEN,Questionable,0,0
9,,9502,Tank Dell,WR,HOU,Questionable,0,0
10,1,6797,Justin Herbert,QB,LAC,,1,0
10,2,8138,James Cook,RB,BUF,,1,0
10,3,8151,Kenneth Walker,RB,KC,Questionable,1,0
10,4,11635,Ladd McConkey,WR,LAC,,1,0
10,5,9487,Parker Washington,WR,JAX,,1,0
10,6,12517,Colston Loveland,TE,CHI,,1,0
10,7,13286,Jadarian Price,RB,SEA,,1,0
10,8,11539,Jake Bates,K,DET,,1,0
10,9,JAX,Jacksonville,DEF,JAX,,1,0
10,,10232,Michael Wilson,WR,ARI,,0,0
10,,11610,Malik Washington,WR,MIA,,0,0
10,,12508,Jaxson Dart,QB,NYG,,0,0
10,,13417,De'Zhaun Stribling,WR,SF,Questionable,0,0
10,,8132,Tyler Allgeier,RB,ARI,,0,0
10,,9225,Tank Bigsby,RB,PHI,,0,0
10,,HOU,Houston,DEF,HOU,,0,0
11,1,11564,Drake Maye,QB,NE,,1,0
11,2,12527,Ashton Jeanty,RB,LV,Questionable,1,0
11,3,12512,Quinshon Judkins,RB,CLE,,1,0
11,4,9488,Jaxon Smith-Njigba,WR,SEA,,1,0
11,5,10229,Rashee Rice,WR,KC,,1,0
11,6,4217,George Kittle,TE,SF,Questionable,1,0
11,7,8228,Jaylen Warren,RB,PIT,,1,0
11,8,3451,Ka'imi Fairbairn,K,HOU,,1,0
11,9,PHI,Philadelphia,DEF,PHI,,1,0
11,,13345,Jonah Coleman,RB,DEN,,0,0
11,,2078,Odell Beckham,WR,NYG,,0,0
11,,5012,Mark Andrews,TE,BAL,,0,0
11,,5045,Courtland Sutton,WR,DEN,,0,0
11,,7567,Kenny Gainwell,RB,TB,,0,0
11,,8134,Khalil Shakir,WR,BUF,Questionable,0,0
11,,9754,Quentin Johnston,WR,LAC,,0,0
12,1,6904,Jalen Hurts,QB,PHI,,1,0
12,2,6813,Jonathan Taylor,RB,IND,,1,0
12,3,3198,Derrick Henry,RB,BAL,,1,0
12,4,7525,DeVonta Smith,WR,PHI,,1,0
12,5,8148,Jameson Williams,WR,DET,,1,0
12,6,10236,Dalton Kincaid,TE,BUF,,1,0
12,7,7611,Rhamondre Stevenson,RB,NE,,1,0
12,8,12015,Harrison Mevis,K,LAR,,1,0
12,9,DEN,Denver,DEF,DEN,,1,0
12,,11563,Bo Nix,QB,DEN,,0,0
12,,2449,Stefon Diggs,WR,WAS,,0,0
12,,8136,Rachaad White,RB,WAS,Questionable,0,0
12,,8676,Rashid Shaheed,WR,SEA,,0,0
12,,9480,Brenton Strange,TE,JAX,,0,0
12,,9511,Keaton Mitchell,RB,LAC,Questionable,0,0
12,,9756,Jordan Addison,WR,MIN,,0,0
